FILE	missing	percentage
AUSMDU00013776	86	0.052184466
AUSMDU00013777	85	0.05157767
AUSMDU00013845	79	0.047936893
AUSMDU00013846	84	0.050970873786407744
AUSMDU00013847	80	0.048543689
AUSMDU00013848	79	0.047936893
AUSMDU00013849	84	0.050970873786407744
AUSMDU00013850	88	0.053398058
AUSMDU00013851	86	0.052184466
AUSMDU00013852	88	0.053398058
AUSMDU00013853	87	0.052791262135922334
AUSMDU00013854	89	0.054004854
AUSMDU00013855	78	0.047330097087378675
AUSMDU00013856	85	0.05157767
AUSMDU00013857	84	0.050970873786407744
AUSMDU00013858	80	0.048543689
AUSMDU00013859	93	0.056432038834951403
AUSMDU00013860	82	0.049757282
AUSMDU00013861	89	0.054004854
AUSMDU00013862	82	0.049757282
AUSMDU00013863	77	0.046723301
AUSMDU00013864	98	0.059466019
AUSMDU00013865	87	0.052791262135922334
AUSMDU00013866	83	0.050364078
AUSMDU00013867	84	0.050970873786407744
AUSMDU00013868	94	0.057038835
AUSMDU00013869	90	0.054611650485436924
AUSMDU00013870	78	0.047330097087378675
AUSMDU00013871	82	0.049757282
AUSMDU00013872	83	0.050364078
AUSMDU00013873	85	0.05157767
AUSMDU00013874	84	0.050970873786407744
AUSMDU00013875	91	0.055218447
AUSMDU00013876	80	0.048543689
AUSMDU00013877	87	0.052791262135922334
AUSMDU00013878	85	0.05157767
AUSMDU00013879	85	0.05157767
AUSMDU00013880	84	0.050970873786407744
AUSMDU00013881	91	0.055218447
AUSMDU00013882	93	0.056432038834951403
AUSMDU00013883	90	0.054611650485436924
AUSMDU00013884	91	0.055218447
AUSMDU00013885	96	0.058252427184465994
AUSMDU00013886	89	0.054004854
AUSMDU00013887	87	0.052791262135922334
AUSMDU00013888	89	0.054004854
AUSMDU00013889	92	0.055825243
AUSMDU00013890	92	0.055825243
AUSMDU00013891	84	0.050970873786407744
AUSMDU00013892	89	0.054004854
AUSMDU00013893	83	0.050364078
AUSMDU00013894	84	0.050970873786407744
AUSMDU00013895	78	0.047330097087378675
AUSMDU00013896	88	0.053398058
AUSMDU00013897	94	0.057038835
AUSMDU00013898	82	0.049757282
AUSMDU00013899	88	0.053398058
AUSMDU00013900	84	0.050970873786407744
AUSMDU00013901	94	0.057038835
AUSMDU00013902	91	0.055218447
AUSMDU00013903	86	0.052184466
AUSMDU00013904	92	0.055825243
AUSMDU00013905	83	0.050364078
AUSMDU00013906	91	0.055218447
AUSMDU00013907	85	0.05157767
AUSMDU00013908	88	0.053398058
AUSMDU00013909	89	0.054004854
AUSMDU00013910	81	0.049150485436893154
AUSMDU00013911	87	0.052791262135922334
AUSMDU00013912	86	0.052184466
AUSMDU00013913	77	0.046723301
AUSMDU00013914	86	0.052184466
AUSMDU00013915	87	0.052791262135922334
AUSMDU00013916	75	0.045509708737864085
AUSMDU00013917	85	0.05157767
AUSMDU00013918	83	0.050364078
AUSMDU00013919	89	0.054004854
AUSMDU00013920	89	0.054004854
AUSMDU00013921	94	0.057038835
AUSMDU00013922	86	0.052184466
AUSMDU00013923	86	0.052184466
AUSMDU00013924	84	0.050970873786407744
AUSMDU00013925	84	0.050970873786407744
AUSMDU00013926	91	0.055218447
AUSMDU00013927	88	0.053398058
AUSMDU00013945	93	0.056432038834951403
AUSMDU00013949	88	0.053398058
AUSMDU00013959	88	0.053398058
AUSMDU00013960	88	0.053398058
AUSMDU00013988	94	0.057038835
AUSMDU00014002	84	0.050970873786407744
AUSMDU00014017	90	0.054611650485436924
AUSMDU00014412	90	0.054611650485436924
AUSMDU00014413	89	0.054004854
AUSMDU00014414	84	0.050970873786407744
AUSMDU00014415	77	0.046723301
AUSMDU00014416	84	0.050970873786407744
AUSMDU00014417	86	0.052184466
AUSMDU00014418	86	0.052184466
AUSMDU00014419	87	0.052791262135922334
AUSMDU00014420	94	0.057038835
AUSMDU00014421	84	0.050970873786407744
AUSMDU00014422	81	0.049150485436893154
AUSMDU00014423	85	0.05157767
AUSMDU00014424	91	0.055218447
AUSMDU00014425	77	0.046723301
AUSMDU00014426	88	0.053398058
AUSMDU00014427	78	0.047330097087378675
AUSMDU00014428	83	0.050364078
AUSMDU00014429	90	0.054611650485436924
AUSMDU00014430	86	0.052184466
AUSMDU00014431	80	0.048543689
AUSMDU00014432	87	0.052791262135922334
AUSMDU00014433	86	0.052184466
AUSMDU00014434	86	0.052184466
AUSMDU00014435	81	0.049150485436893154
AUSMDU00014436	91	0.055218447
AUSMDU00014437	89	0.054004854
AUSMDU00014438	87	0.052791262135922334
AUSMDU00014439	90	0.054611650485436924
AUSMDU00014440	83	0.050364078
AUSMDU00014441	89	0.054004854
AUSMDU00014442	87	0.052791262135922334
AUSMDU00014443	92	0.055825243
AUSMDU00014444	86	0.052184466
AUSMDU00014445	83	0.050364078
AUSMDU00014446	78	0.047330097087378675
AUSMDU00014447	83	0.050364078
AUSMDU00014448	89	0.054004854
AUSMDU00014449	87	0.052791262135922334
AUSMDU00014450	93	0.056432038834951403
AUSMDU00014451	86	0.052184466
AUSMDU00014452	90	0.054611650485436924
AUSMDU00014453	92	0.055825243
AUSMDU00014454	86	0.052184466
AUSMDU00014455	87	0.052791262135922334
AUSMDU00014456	79	0.047936893
AUSMDU00014457	82	0.049757282
AUSMDU00014458	94	0.057038835
AUSMDU00014459	90	0.054611650485436924
AUSMDU00014460	80	0.048543689
AUSMDU00014461	86	0.052184466
AUSMDU00014462	82	0.049757282
AUSMDU00014463	87	0.052791262135922334
AUSMDU00014464	80	0.048543689
AUSMDU00014465	89	0.054004854
AUSMDU00014466	84	0.050970873786407744
AUSMDU00014467	86	0.052184466
AUSMDU00014468	85	0.05157767
AUSMDU00014469	88	0.053398058
AUSMDU00014470	90	0.054611650485436924
AUSMDU00014471	79	0.047936893
AUSMDU00014472	79	0.047936893
AUSMDU00014473	91	0.055218447
AUSMDU00014474	90	0.054611650485436924
AUSMDU00014475	90	0.054611650485436924
AUSMDU00014476	89	0.054004854
AUSMDU00014477	86	0.052184466
AUSMDU00014478	90	0.054611650485436924
AUSMDU00014479	88	0.053398058
AUSMDU00014480	94	0.057038835
AUSMDU00014481	93	0.056432038834951403
AUSMDU00014482	88	0.053398058
AUSMDU00014483	83	0.050364078
AUSMDU00014484	81	0.049150485436893154
AUSMDU00014485	97	0.058859223
AUSMDU00014486	88	0.053398058
AUSMDU00014487	82	0.049757282
AUSMDU00014488	81	0.049150485436893154
AUSMDU00014489	82	0.049757282
AUSMDU00014490	87	0.052791262135922334
AUSMDU00014491	76	0.046116505
AUSMDU00014492	82	0.049757282
AUSMDU00014493	85	0.05157767
AUSMDU00014494	82	0.049757282
AUSMDU00014495	79	0.047936893
AUSMDU00014496	94	0.057038835
AUSMDU00014497	87	0.052791262135922334
AUSMDU00014498	84	0.050970873786407744
AUSMDU00014499	90	0.054611650485436924
AUSMDU00014500	96	0.058252427184465994
AUSMDU00014501	92	0.055825243
AUSMDU00014502	77	0.046723301
AUSMDU00014503	85	0.05157767
AUSMDU00014504	88	0.053398058
AUSMDU00014505	88	0.053398058
AUSMDU00014506	82	0.049757282
AUSMDU00014507	87	0.052791262135922334
AUSMDU00014508	85	0.05157767
AUSMDU00014509	77	0.046723301
AUSMDU00014510	84	0.050970873786407744
AUSMDU00014511	92	0.055825243
AUSMDU00014512	79	0.047936893
AUSMDU00014513	86	0.052184466
AUSMDU00014514	80	0.048543689
AUSMDU00014515	88	0.053398058
AUSMDU00014516	86	0.052184466
AUSMDU00014517	90	0.054611650485436924
AUSMDU00014518	86	0.052184466
AUSMDU00014519	88	0.053398058
AUSMDU00014520	86	0.052184466
AUSMDU00014521	84	0.050970873786407744
AUSMDU00014522	92	0.055825243
AUSMDU00014523	85	0.05157767
AUSMDU00014524	87	0.052791262135922334
AUSMDU00014525	93	0.056432038834951403
AUSMDU00014526	85	0.05157767
AUSMDU00014527	83	0.050364078
AUSMDU00014528	92	0.055825243
AUSMDU00014529	89	0.054004854
AUSMDU00014530	83	0.050364078
AUSMDU00014531	87	0.052791262135922334
AUSMDU00014532	88	0.053398058
AUSMDU00014533	91	0.055218447
AUSMDU00014534	83	0.050364078
AUSMDU00014535	80	0.048543689
AUSMDU00014536	87	0.052791262135922334
AUSMDU00014537	81	0.049150485436893154
AUSMDU00014538	86	0.052184466
AUSMDU00014539	84	0.050970873786407744
AUSMDU00014540	85	0.05157767
AUSMDU00014541	89	0.054004854
AUSMDU00014542	90	0.054611650485436924
AUSMDU00014543	85	0.05157767
AUSMDU00014544	88	0.053398058
AUSMDU00014545	81	0.049150485436893154
AUSMDU00014546	84	0.050970873786407744
AUSMDU00014547	84	0.050970873786407744
AUSMDU00014548	78	0.047330097087378675
AUSMDU00014549	86	0.052184466
AUSMDU00014550	80	0.048543689
AUSMDU00014551	85	0.05157767
AUSMDU00014552	91	0.055218447
AUSMDU00014553	101	0.061286407766990236
AUSMDU00014554	94	0.057038835
AUSMDU00014555	89	0.054004854
AUSMDU00014556	91	0.055218447
AUSMDU00014557	78	0.047330097087378675
AUSMDU00014558	92	0.055825243
AUSMDU00014559	88	0.053398058
AUSMDU00014560	94	0.057038835
AUSMDU00014561	87	0.052791262135922334
AUSMDU00014562	86	0.052184466
AUSMDU00014563	94	0.057038835
AUSMDU00014564	85	0.05157767
AUSMDU00014565	93	0.056432038834951403
AUSMDU00014585	90	0.054611650485436924
AUSMDU00014586	90	0.054611650485436924
AUSMDU00014587	84	0.050970873786407744
AUSMDU00014588	78	0.047330097087378675
AUSMDU00014589	85	0.05157767
AUSMDU00014590	84	0.050970873786407744
AUSMDU00014591	85	0.05157767
AUSMDU00014592	84	0.050970873786407744
AUSMDU00014593	83	0.050364078
AUSMDU00014594	91	0.055218447
AUSMDU00014595	88	0.053398058
AUSMDU00014596	90	0.054611650485436924
AUSMDU00014597	89	0.054004854
AUSMDU00014598	82	0.049757282
AUSMDU00014599	92	0.055825243
AUSMDU00014600	81	0.049150485436893154
AUSMDU00014601	88	0.053398058
AUSMDU00014602	89	0.054004854
AUSMDU00014603	86	0.052184466
AUSMDU00014604	83	0.050364078
AUSMDU00014605	84	0.050970873786407744
AUSMDU00014606	90	0.054611650485436924
AUSMDU00014607	92	0.055825243
AUSMDU00014608	81	0.049150485436893154
AUSMDU00014609	94	0.057038835
AUSMDU00014610	89	0.054004854
AUSMDU00014611	88	0.053398058
AUSMDU00014612	85	0.05157767
AUSMDU00014613	81	0.049150485436893154
AUSMDU00014614	83	0.050364078
AUSMDU00014739	73	0.044296117
AUSMDU00014740	86	0.052184466
AUSMDU00014741	89	0.054004854
AUSMDU00014742	87	0.052791262135922334
AUSMDU00014743	88	0.053398058
AUSMDU00014744	87	0.052791262135922334
AUSMDU00014745	84	0.050970873786407744
AUSMDU00014746	80	0.048543689
AUSMDU00014747	84	0.050970873786407744
AUSMDU00014748	90	0.054611650485436924
AUSMDU00014749	83	0.050364078
AUSMDU00014750	87	0.052791262135922334
AUSMDU00014751	87	0.052791262135922334
AUSMDU00014752	84	0.050970873786407744
AUSMDU00014753	82	0.049757282
AUSMDU00014754	79	0.047936893
AUSMDU00014755	86	0.052184466
AUSMDU00014756	86	0.052184466
AUSMDU00014757	81	0.049150485436893154
AUSMDU00014758	82	0.049757282
AUSMDU00014759	84	0.050970873786407744
AUSMDU00014760	83	0.050364078
AUSMDU00014761	87	0.052791262135922334
AUSMDU00014762	82	0.049757282
AUSMDU00014763	86	0.052184466
AUSMDU00014764	96	0.058252427184465994
AUSMDU00014765	85	0.05157767
AUSMDU00014766	83	0.050364078
AUSMDU00014767	82	0.049757282
AUSMDU00014768	81	0.049150485436893154
AUSMDU00014769	84	0.050970873786407744
AUSMDU00014770	88	0.053398058
AUSMDU00014771	93	0.056432038834951403
AUSMDU00014772	90	0.054611650485436924
AUSMDU00014773	94	0.057038835
AUSMDU00014774	78	0.047330097087378675
AUSMDU00014775	82	0.049757282
AUSMDU00014776	89	0.054004854
AUSMDU00014777	91	0.055218447
AUSMDU00014778	82	0.049757282
AUSMDU00014779	81	0.049150485436893154
AUSMDU00014780	82	0.049757282
AUSMDU00014781	87	0.052791262135922334
AUSMDU00014782	84	0.050970873786407744
AUSMDU00014783	88	0.053398058
AUSMDU00014784	88	0.053398058
AUSMDU00014785	82	0.049757282
AUSMDU00014786	74	0.044902913
AUSMDU00014787	87	0.052791262135922334
AUSMDU00014788	86	0.052184466
AUSMDU00014789	84	0.050970873786407744
AUSMDU00014790	81	0.049150485436893154
AUSMDU00014791	81	0.049150485436893154
AUSMDU00014792	85	0.05157767
AUSMDU00014793	89	0.054004854
AUSMDU00014794	77	0.046723301
AUSMDU00014795	87	0.052791262135922334
AUSMDU00014796	80	0.048543689
AUSMDU00014797	77	0.046723301
AUSMDU00014798	88	0.053398058
AUSMDU00014799	80	0.048543689
AUSMDU00014800	77	0.046723301
AUSMDU00014801	87	0.052791262135922334
AUSMDU00014802	86	0.052184466
AUSMDU00014803	84	0.050970873786407744
AUSMDU00014804	89	0.054004854
AUSMDU00014805	87	0.052791262135922334
AUSMDU00014806	82	0.049757282
AUSMDU00014807	85	0.05157767
AUSMDU00014808	77	0.046723301
AUSMDU00014809	87	0.052791262135922334
AUSMDU00014872	95	0.057645631
AUSMDU00014873	87	0.052791262135922334
AUSMDU00014874	90	0.054611650485436924
AUSMDU00014875	88	0.053398058
AUSMDU00014876	93	0.056432038834951403
AUSMDU00014877	84	0.050970873786407744
AUSMDU00014878	89	0.054004854
AUSMDU00014879	89	0.054004854
AUSMDU00014880	87	0.052791262135922334
AUSMDU00014881	90	0.054611650485436924
AUSMDU00014882	85	0.05157767
AUSMDU00014883	90	0.054611650485436924
AUSMDU00014884	86	0.052184466
AUSMDU00014885	91	0.055218447
AUSMDU00014886	86	0.052184466
AUSMDU00014887	94	0.057038835
AUSMDU00014888	83	0.050364078
AUSMDU00014889	81	0.049150485436893154
AUSMDU00014890	116	0.07038835
AUSMDU00014891	89	0.054004854
AUSMDU00014892	92	0.055825243
AUSMDU00014893	91	0.055218447
AUSMDU00014894	82	0.049757282
AUSMDU00014895	87	0.052791262135922334
AUSMDU00014896	95	0.057645631
AUSMDU00014897	94	0.057038835
AUSMDU00014898	90	0.054611650485436924
AUSMDU00014899	88	0.053398058
AUSMDU00014900	80	0.048543689
AUSMDU00014901	88	0.053398058
AUSMDU00014902	90	0.054611650485436924
AUSMDU00014903	83	0.050364078
AUSMDU00014904	79	0.047936893
AUSMDU00014905	81	0.049150485436893154
AUSMDU00014906	82	0.049757282
AUSMDU00014907	97	0.058859223
AUSMDU00014908	88	0.053398058
AUSMDU00014909	94	0.057038835
AUSMDU00014910	86	0.052184466
AUSMDU00014911	82	0.049757282
AUSMDU00014912	81	0.049150485436893154
AUSMDU00014913	89	0.054004854
AUSMDU00014914	81	0.049150485436893154
AUSMDU00014915	82	0.049757282
AUSMDU00014916	87	0.052791262135922334
AUSMDU00014917	89	0.054004854
AUSMDU00014918	90	0.054611650485436924
AUSMDU00014919	95	0.057645631
AUSMDU00014920	82	0.049757282
AUSMDU00014921	81	0.049150485436893154
AUSMDU00014922	96	0.058252427184465994
AUSMDU00014924	90	0.054611650485436924
AUSMDU00014925	92	0.055825243
AUSMDU00014926	80	0.048543689
AUSMDU00014927	88	0.053398058
AUSMDU00014928	83	0.050364078
AUSMDU00014929	81	0.049150485436893154
AUSMDU00014930	86	0.052184466
AUSMDU00014931	85	0.05157767
AUSMDU00014932	84	0.050970873786407744
AUSMDU00014933	89	0.054004854
AUSMDU00014934	83	0.050364078
AUSMDU00014935	92	0.055825243
AUSMDU00014936	91	0.055218447
AUSMDU00014937	91	0.055218447
AUSMDU00014938	88	0.053398058
AUSMDU00014939	84	0.050970873786407744
AUSMDU00014940	82	0.049757282
AUSMDU00014941	81	0.049150485436893154
AUSMDU00014942	88	0.053398058
AUSMDU00014943	86	0.052184466
AUSMDU00014944	87	0.052791262135922334
AUSMDU00014945	73	0.044296117
AUSMDU00014946	93	0.056432038834951403
AUSMDU00014947	87	0.052791262135922334
AUSMDU00014948	91	0.055218447
AUSMDU00014949	80	0.048543689
AUSMDU00014950	86	0.052184466
AUSMDU00014951	83	0.050364078
AUSMDU00014952	79	0.047936893
AUSMDU00014953	88	0.053398058
AUSMDU00014954	83	0.050364078
AUSMDU00014955	90	0.054611650485436924
AUSMDU00014956	85	0.05157767
AUSMDU00014957	79	0.047936893
AUSMDU00014958	83	0.050364078
AUSMDU00014959	88	0.053398058
AUSMDU00014960	82	0.049757282
AUSMDU00014961	91	0.055218447
AUSMDU00014962	87	0.052791262135922334
AUSMDU00014963	82	0.049757282
AUSMDU00014964	76	0.046116505
AUSMDU00014965	89	0.054004854
AUSMDU00014966	89	0.054004854
AUSMDU00014967	81	0.049150485436893154
AUSMDU00014968	86	0.052184466
AUSMDU00014969	82	0.049757282
AUSMDU00014970	92	0.055825243
AUSMDU00014971	83	0.050364078
AUSMDU00014972	94	0.057038835
AUSMDU00014973	91	0.055218447
AUSMDU00014974	84	0.050970873786407744
AUSMDU00014975	94	0.057038835
AUSMDU00014976	90	0.054611650485436924
AUSMDU00014977	87	0.052791262135922334
AUSMDU00014978	74	0.044902913
AUSMDU00014979	85	0.05157767
AUSMDU00014980	91	0.055218447
AUSMDU00014981	84	0.050970873786407744
AUSMDU00014982	82	0.049757282
AUSMDU00014983	89	0.054004854
AUSMDU00014984	79	0.047936893
AUSMDU00014985	80	0.048543689
AUSMDU00014986	80	0.048543689
AUSMDU00014987	91	0.055218447
AUSMDU00014988	85	0.05157767
AUSMDU00014989	87	0.052791262135922334
AUSMDU00014990	79	0.047936893
AUSMDU00014991	92	0.055825243
AUSMDU00014992	84	0.050970873786407744
AUSMDU00014993	87	0.052791262135922334
AUSMDU00014994	86	0.052184466
AUSMDU00014995	85	0.05157767
AUSMDU00014996	85	0.05157767
AUSMDU00014997	88	0.053398058
AUSMDU00014998	94	0.057038835
AUSMDU00014999	88	0.053398058
AUSMDU00015000	89	0.054004854
AUSMDU00015001	88	0.053398058
AUSMDU00015002	84	0.050970873786407744
AUSMDU00015003	81	0.049150485436893154
AUSMDU00015004	82	0.049757282
AUSMDU00015005	88	0.053398058
AUSMDU00015006	82	0.049757282
AUSMDU00015007	86	0.052184466
AUSMDU00015008	76	0.046116505
AUSMDU00015009	83	0.050364078
AUSMDU00015010	75	0.045509708737864085
AUSMDU00015011	81	0.049150485436893154
AUSMDU00015012	81	0.049150485436893154
AUSMDU00015013	86	0.052184466
AUSMDU00015014	82	0.049757282
AUSMDU00015015	86	0.052184466
AUSMDU00015016	81	0.049150485436893154
AUSMDU00015017	88	0.053398058
AUSMDU00015018	83	0.050364078
AUSMDU00015019	86	0.052184466
AUSMDU00015020	75	0.045509708737864085
AUSMDU00015021	91	0.055218447
AUSMDU00015022	87	0.052791262135922334
AUSMDU00015023	75	0.045509708737864085
AUSMDU00015024	86	0.052184466
AUSMDU00015025	89	0.054004854
AUSMDU00015026	77	0.046723301
AUSMDU00015027	82	0.049757282
AUSMDU00015028	81	0.049150485436893154
AUSMDU00015029	91	0.055218447
AUSMDU00015030	81	0.049150485436893154
AUSMDU00015031	83	0.050364078
AUSMDU00015032	88	0.053398058
AUSMDU00015033	82	0.049757282
AUSMDU00015034	85	0.05157767
AUSMDU00015035	81	0.049150485436893154
AUSMDU00015036	88	0.053398058
AUSMDU00015037	83	0.050364078
AUSMDU00015038	84	0.050970873786407744
AUSMDU00015039	89	0.054004854
AUSMDU00015040	78	0.047330097087378675
AUSMDU00015041	85	0.05157767
AUSMDU00015042	82	0.049757282
AUSMDU00015043	88	0.053398058
AUSMDU00015044	89	0.054004854
AUSMDU00015045	78	0.047330097087378675
AUSMDU00015046	82	0.049757282
AUSMDU00015047	80	0.048543689
AUSMDU00015048	92	0.055825243
AUSMDU00015049	89	0.054004854
AUSMDU00015050	82	0.049757282
AUSMDU00015051	92	0.055825243
AUSMDU00015052	92	0.055825243
AUSMDU00015053	83	0.050364078
AUSMDU00015054	88	0.053398058
AUSMDU00015055	84	0.050970873786407744
AUSMDU00015056	90	0.054611650485436924
AUSMDU00015057	88	0.053398058
AUSMDU00015058	90	0.054611650485436924
AUSMDU00015059	84	0.050970873786407744
AUSMDU00015061	84	0.050970873786407744
AUSMDU00015062	86	0.052184466
AUSMDU00015063	83	0.050364078
AUSMDU00015064	82	0.049757282
AUSMDU00015065	78	0.047330097087378675
AUSMDU00015066	82	0.049757282
AUSMDU00015067	89	0.054004854
AUSMDU00015068	77	0.046723301
AUSMDU00015069	86	0.052184466
AUSMDU00015070	87	0.052791262135922334
AUSMDU00015071	82	0.049757282
AUSMDU00015072	85	0.05157767
AUSMDU00015073	90	0.054611650485436924
AUSMDU00015074	82	0.049757282
AUSMDU00015075	84	0.050970873786407744
AUSMDU00015076	82	0.049757282
AUSMDU00015077	81	0.049150485436893154
AUSMDU00015109	89	0.054004854
AUSMDU00015110	72	0.043689320388349495
AUSMDU00015111	82	0.049757282
AUSMDU00015112	81	0.049150485436893154
AUSMDU00015113	85	0.05157767
AUSMDU00015114	83	0.050364078
AUSMDU00015115	84	0.050970873786407744
AUSMDU00015116	75	0.045509708737864085
AUSMDU00015117	81	0.049150485436893154
AUSMDU00015118	81	0.049150485436893154
AUSMDU00015119	84	0.050970873786407744
AUSMDU00015120	82	0.049757282
AUSMDU00015121	84	0.050970873786407744
AUSMDU00015122	83	0.050364078
AUSMDU00015123	86	0.052184466
AUSMDU00015124	86	0.052184466
AUSMDU00015125	81	0.049150485436893154
AUSMDU00015126	86	0.052184466
AUSMDU00015127	81	0.049150485436893154
AUSMDU00015128	84	0.050970873786407744
AUSMDU00015129	78	0.047330097087378675
AUSMDU00015130	83	0.050364078
AUSMDU00015131	91	0.055218447
AUSMDU00015132	84	0.050970873786407744
AUSMDU00015133	88	0.053398058
AUSMDU00015134	81	0.049150485436893154
AUSMDU00015135	81	0.049150485436893154
AUSMDU00015136	89	0.054004854
AUSMDU00015137	83	0.050364078
AUSMDU00015138	81	0.049150485436893154
AUSMDU00015139	89	0.054004854
AUSMDU00015140	85	0.05157767
AUSMDU00015141	85	0.05157767
AUSMDU00015142	79	0.047936893
AUSMDU00015143	86	0.052184466
AUSMDU00015144	87	0.052791262135922334
AUSMDU00015145	92	0.055825243
AUSMDU00015146	90	0.054611650485436924
AUSMDU00015147	82	0.049757282
AUSMDU00015148	80	0.048543689
AUSMDU00015149	74	0.044902913
AUSMDU00015150	80	0.048543689
AUSMDU00015151	85	0.05157767
AUSMDU00015152	86	0.052184466
AUSMDU00015153	90	0.054611650485436924
AUSMDU00015154	84	0.050970873786407744
AUSMDU00015155	86	0.052184466
AUSMDU00015156	81	0.049150485436893154
AUSMDU00015157	76	0.046116505
AUSMDU00015158	73	0.044296117
AUSMDU00015159	86	0.052184466
AUSMDU00015160	83	0.050364078
AUSMDU00015161	86	0.052184466
AUSMDU00015162	76	0.046116505
AUSMDU00015163	78	0.047330097087378675
AUSMDU00015164	77	0.046723301
AUSMDU00015165	89	0.054004854
AUSMDU00015166	82	0.049757282
AUSMDU00015167	86	0.052184466
AUSMDU00015168	81	0.049150485436893154
AUSMDU00015169	79	0.047936893
AUSMDU00015170	78	0.047330097087378675
AUSMDU00015171	80	0.048543689
AUSMDU00015227	76	0.046116505
AUSMDU00015360	83	0.050364078
AUSMDU00015361	83	0.050364078
AUSMDU00015362	84	0.050970873786407744
AUSMDU00015363	77	0.046723301
AUSMDU00015364	92	0.055825243
AUSMDU00015365	80	0.048543689
AUSMDU00015366	85	0.05157767
AUSMDU00015367	83	0.050364078
AUSMDU00015368	90	0.054611650485436924
AUSMDU00015370	78	0.047330097087378675
AUSMDU00015371	87	0.052791262135922334
AUSMDU00015373	85	0.05157767
AUSMDU00015374	91	0.055218447
AUSMDU00015375	91	0.055218447
AUSMDU00015376	87	0.052791262135922334
AUSMDU00015377	82	0.049757282
AUSMDU00015378	84	0.050970873786407744
AUSMDU00015379	87	0.052791262135922334
AUSMDU00015380	82	0.049757282
AUSMDU00015381	90	0.054611650485436924
AUSMDU00015382	83	0.050364078
AUSMDU00015383	83	0.050364078
AUSMDU00015384	84	0.050970873786407744
AUSMDU00015385	79	0.047936893
AUSMDU00015386	80	0.048543689
AUSMDU00015387	80	0.048543689
AUSMDU00015388	78	0.047330097087378675
AUSMDU00015389	88	0.053398058
AUSMDU00015390	86	0.052184466
AUSMDU00015391	91	0.055218447
AUSMDU00015392	84	0.050970873786407744
AUSMDU00015393	83	0.050364078
AUSMDU00015394	81	0.049150485436893154
AUSMDU00015395	79	0.047936893
AUSMDU00015396	87	0.052791262135922334
AUSMDU00015397	88	0.053398058
AUSMDU00015398	84	0.050970873786407744
AUSMDU00015399	82	0.049757282
AUSMDU00015400	81	0.049150485436893154
AUSMDU00015401	85	0.05157767
AUSMDU00015402	88	0.053398058
AUSMDU00015403	88	0.053398058
AUSMDU00015404	76	0.046116505
AUSMDU00015405	86	0.052184466
AUSMDU00015406	82	0.049757282
AUSMDU00015407	79	0.047936893
AUSMDU00015408	86	0.052184466
AUSMDU00015409	88	0.053398058
AUSMDU00015410	96	0.058252427184465994
AUSMDU00015411	83	0.050364078
AUSMDU00015412	87	0.052791262135922334
AUSMDU00015413	90	0.054611650485436924
AUSMDU00015414	83	0.050364078
AUSMDU00015415	82	0.049757282
AUSMDU00015416	81	0.049150485436893154
AUSMDU00015417	83	0.050364078
AUSMDU00015418	82	0.049757282
AUSMDU00015419	95	0.057645631
AUSMDU00015491	91	0.055218447
AUSMDU00015492	91	0.055218447
AUSMDU00015493	84	0.050970873786407744
AUSMDU00015494	86	0.052184466
AUSMDU00015495	82	0.049757282
AUSMDU00015496	83	0.050364078
AUSMDU00015497	86	0.052184466
AUSMDU00015498	83	0.050364078
AUSMDU00015499	78	0.047330097087378675
AUSMDU00015500	76	0.046116505
AUSMDU00015501	80	0.048543689
AUSMDU00015502	83	0.050364078
AUSMDU00015503	91	0.055218447
AUSMDU00015504	74	0.044902913
AUSMDU00015505	85	0.05157767
AUSMDU00015506	84	0.050970873786407744
AUSMDU00015507	80	0.048543689
AUSMDU00015508	85	0.05157767
AUSMDU00015509	86	0.052184466
AUSMDU00015510	91	0.055218447
AUSMDU00015511	81	0.049150485436893154
AUSMDU00015512	82	0.049757282
AUSMDU00015513	82	0.049757282
AUSMDU00015514	85	0.05157767
AUSMDU00015515	83	0.050364078
AUSMDU00015516	79	0.047936893
AUSMDU00015517	84	0.050970873786407744
AUSMDU00015518	86	0.052184466
AUSMDU00015519	74	0.044902913
AUSMDU00015520	82	0.049757282
AUSMDU00015521	90	0.054611650485436924
AUSMDU00015522	80	0.048543689
AUSMDU00015523	83	0.050364078
AUSMDU00015524	86	0.052184466
AUSMDU00015525	85	0.05157767
AUSMDU00015526	78	0.047330097087378675
AUSMDU00015527	85	0.05157767
AUSMDU00015528	92	0.055825243
AUSMDU00015529	79	0.047936893
AUSMDU00024295	82	0.049757282
AUSMDU00024296	77	0.046723301
AUSMDU00024297	89	0.054004854
AUSMDU00030549	83	0.050364078
AUSMDU00030550	88	0.053398058
AUSMDU00030551	90	0.054611650485436924
AUSMDU00030552	86	0.052184466
AUSMDU00030553	82	0.049757282
AUSMDU00030554	88	0.053398058
AUSMDU00030555	83	0.050364078
AUSMDU00030556	94	0.057038835
AUSMDU00031192	83	0.050364078
AUSMDU00031204	87	0.052791262135922334
AUSMDU00031216	83	0.050364078
AUSMDU00031228	82	0.049757282
AUSMDU00031272	88	0.053398058
AUSMDU00031273	76	0.046116505
AUSMDU00031318	74	0.044902913
AUSMDU00031320	89	0.054004854
AUSMDU00031323	88	0.053398058
AUSMDU00031326	90	0.054611650485436924
AUSMDU00031334	86	0.052184466
AUSMDU00031335	86	0.052184466
AUSMDU00031337	88	0.053398058
AUSMDU00031344	87	0.052791262135922334
